datetime,Strategy,Benchmark Buy & Hold
2018-02-16 00:00:00+00:00,397132.9587999997,1153286.92
2018-02-17 00:00:00+00:00,413863.99879999965,1201941.0999999999
2018-02-18 00:00:00+00:00,388733.51879999967,1128861.19
2018-02-19 00:00:00+00:00,398468.55879999965,1157170.8699999999
2018-02-20 00:00:00+00:00,376374.6612999997,1088172.19
2018-02-21 00:00:00+00:00,393604.1612999997,1038186.37
2018-02-22 00:00:00+00:00,408925.4112999996,993736.7200000001
2018-02-23 00:00:00+00:00,387059.1612999997,1057174.5699999998
2018-02-24 00:00:00+00:00,397327.1612999997,1027385.29
2018-02-25 00:00:00+00:00,394509.4112999997,1035560.08
2018-02-26 00:00:00+00:00,383917.6827399996,1066409.74
2018-02-27 00:00:00+00:00,388626.7727399996,1079516.53
2018-02-28 00:00:00+00:00,377077.7627399996,1047372.2200000001
2018-03-01 00:00:00+00:00,385614.3727399996,1071132.1300000001
2018-03-02 00:00:00+00:00,379637.36217999965,1053352.27
2018-03-03 00:00:00+00:00,371808.4137599997,1052365.87
2018-03-04 00:00:00+00:00,368302.3137599997,1062303.8499999999
2018-03-05 00:00:00+00:00,372652.3137599997,1049973.8499999999
2018-03-06 00:00:00+00:00,389338.9137599996,1002675.9700000001
2018-03-07 00:00:00+00:00,417483.4137599997,922900.87
2018-03-08 00:00:00+00:00,438602.6637599996,863038.7200000001
2018-03-09 00:00:00+00:00,425748.4137599997,899473.87
2018-03-10 00:00:00+00:00,444475.1637599996,846393.2200000001
2018-03-11 00:00:00+00:00,429145.76375999965,889844.14
2018-03-12 00:00:00+00:00,439781.51375999965,859697.29
2018-03-13 00:00:00+00:00,442926.56375999964,850782.7
2018-03-14 00:00:00+00:00,476321.51375999965,756125.29
2018-03-15 00:00:00+00:00,477295.9137599997,753363.37
2018-03-16 00:00:00+00:00,481541.51375999965,741329.29
2018-03-17 00:00:00+00:00,503300.2137599996,679654.63
2018-03-18 00:00:00+00:00,537717.4137599997,666634.1499999999
2018-03-19 00:00:00+00:00,537717.4137599997,680604.04
2018-03-20 00:00:00+00:00,537717.4137599997,684574.3
2018-03-21 00:00:00+00:00,521437.3390599996,691442.11
2018-03-22 00:00:00+00:00,500732.96907999984,664439.41
2018-03-23 00:00:00+00:00,498251.28907999984,667743.8499999999
2018-03-24 00:00:00+00:00,514826.6890799998,645673.1499999999
2018-03-25 00:00:00+00:00,515697.12907999975,644514.13
2018-03-26 00:00:00+00:00,548847.9290799998,600372.73
2018-03-27 00:00:00+00:00,583730.3490799998,553925.62
2018-03-28 00:00:00+00:00,587721.4090799998,548611.39
2018-03-29 00:00:00+00:00,643864.7890799998,473854.6
2018-03-30 00:00:00+00:00,634012.1490799999,486973.72
2018-03-31 00:00:00+00:00,634030.6690799998,486949.06
2018-04-01 00:00:00+00:00,650300.4890799997,465285.25
2018-04-02 00:00:00+00:00,644281.4890799997,473299.75
2018-04-03 00:00:00+00:00,615286.2149599998,512866.72
2018-04-04 00:00:00+00:00,582467.9894,467381.35
2018-04-05 00:00:00+00:00,576791.9293999999,472103.74
